,id,acronym,def
2422,t_CUEUR1,CU/EUR,"Office of European Programs, Bureau of Educational and Cultural Affairs, Department of State"
2423,t_CUEX_1,CU/EX,"Office of the Executive Director, Bureau of Educational and Cultural Affairs, Department of State"
2424,t_CULCON_1,CULCON,U.S.-Japan Conference on Cultural and Educational Exchange
2425,t_CUOPP_1,CU/OPP,"Office of Policy and Plans, Bureau of Educational and Cultural Affairs, Department of State"
2426,t_CUPDS1,CU/PDS,"Plans and Development Staff, Bureau of Educational and Cultural Affairs, Department of State"
2427,t_CUPs_1,CUPs,currency use payments
2428,t_CUSA1,CUSA,Council for United States Aid (Republic of China)
2429,t_CUSASECMAAGChief1,CUSASEC MAAGChief,"U.S. Army Section, Military Advisory Group"
2430,t_CUSSAT1,CUSSAT,Canada-United States Scientific Advisory Team
2431,t_CUTCH1,CUTCH,Central Unica de Trabajadores de Chile (Central Workers Union of Chile)
2432,t_CUT_1,CUT,"Central Unitaria de Trabajadores (Unitary Organization of Workers), Chilean labor organization"
2433,t_CU_1,CU,"Bureau of Educational and Cultural Affairs, Department of State"
2434,t_CV1,CV,aircraft carrier
2435,t_CVA1,CVA,conventionally powered aircraft carrier
2436,t_CVAN1,CVAN,"attack aircraft carrier, nuclear-powered"
2437,t_CVBG_1,CVBG,carrier battle group (USN)
2438,t_CVD_1,CVD,countervailing duty
2439,t_CVE1,CVE,"aircraft carrier, escort"
2440,t_CVL1,CVL,small aircraft carrier
2441,t_CVN1,CVN,Central Vietnam COM7FLT. Commander Seventh Fleet
2442,t_CVNO1,C/VNO,"Office of the Special Assistant for Vietnamese Affairs, Central Intelligence Agency"
2443,t_CVN_1,CVN,"aircraft carrier, nuclear-powered"
2444,t_CVP1,CVP,Corporacion Venezolana del Petroleo (Venezuelan Petroleum Corporation)
2445,t_CVP_1,CVP,"cost, value, profit"
2446,t_CVR1,C-VR,Council-Verbatim Record
2447,t_CVS1,CVS,Anti-Submarine Warfare Aircraft Carrier
2448,t_CVSCVLCVE1,CVS/CVL/CVE,anti-submarine warfare support aircraft carrier/small aircraft carrier/escort aircraft carrier
2449,t_CVS_1,CVS,anti-submarine aircraft carrier (USN)
2450,t_CVT1,CVT,Confederation of Vietnamese Labor (Travail)
2451,t_CVTC1,CVTC,Vietnamese Confederation of Christian Workers
2452,t_CVT_1,CVT,Confederation Vietnamienne des Travalleurs (Vietnamese Confederation of Labor)
2453,t_CVV_1,CVV,"aircraft carrier, vertical takeoff and landing"
2454,t_CV_1,CV,carrier variant (able to operate from aircraft carriers) (USN)
2455,t_CW1,CW,continuous wave (radio communications)
2456,t_CWC1,CWC,"Congress [Party] Working Committee, India"
2457,t_CWCWW_1,"CW, CWW",Caspar W. Weinberger
2458,t_CWG_1,CWG,Congo Working Group
2459,t_CWH1,C/WH,"Chief, Western Hemisphere, Central Intelligence Agency"
2460,t_CWM_1,CWM,Charles William Maynes
2461,t_CWO1,CWO,Chief Warrant Officer
2462,t_CWPS_1,CWPS,Council on Wage and Price Stability
2463,t_CWS_1,CWS,community water and sanitation
2464,t_CWW_1,CWW,Caspar W. Weinberger
2465,t_CW_1,CW,conventional weapons; chemical weapons
2466,t_CX1,CX,"Naval Reserve Captain, Captain, or Commander"
2467,t_CXT1,CXT,common external tariff
2468,t_CY1,CY,calendar year
2469,t_CYDEF1,CYDEF,Libyan gendarmerie
2470,t_CYO_1,CYO,Committee of Youth Organizations
2471,t_CYPOL1,CYPOL,Cypriot Police
2472,t_CY_1,CY,calendar year
2473,t_CZ1,CZ,Canal Zone
2474,t_CZG_1,CZG,Canal Zone Group
2475,t_CZ_1,CZ,Canal Zone
2476,t_C_1,C,"Confidential; Office of the Counselor, Department of State; Carter"
2477,t_Cab1,Cab,Cabinet
2478,t_Cactus1,Cactus,identification for contacts between the United States and North Korea
2479,t_Cahto1,Cahto,series indicator for telegrams to the Department of State from Secretary of State Herter while away from Washington
2480,t_Cairo31,Cairo 3,Tehran
2481,t_Cal1,Cal,communications indicator
2482,t_Caltex1,Caltex,"California Texas Oil Company, Limited"
2483,t_Cam1,Cam,Cambodia
2484,t_CanDel1,CanDel,Canadian Delegation
2485,t_CanaDel1,CanaDel,Canadian Delegation
2486,t_Cannibal1,Cannibal,Allied plan for the capture of Akyab in Burma
2487,t_CanstCon1,Canst Con,constituent convention
2488,t_Cantel1,Cantel,series indicator for telegrams from branch of the United States Embassy in China at Canton
2489,t_Capcraft1,Capcraft,code name for captured German vessels of small size
2490,t_Capital1,Capital,attack across the Chindwin River to Mandalay
2491,t_CapitalI1,Capital I,first phase of Capital
2492,t_CapitalII1,Capital II,second phase of Capital
2493,t_Capt_1,Capt,Captain
2494,t_Carburo1,Carburo,"Fabrica Nacional de Carburo y Metalurgica, S.A., a Chilean ferromanganese plant"
2495,t_Care1,Care,Cooperative for American Remittances
2496,t_Carrosdeasalto_1,Carros de asalto,Assault Vehicles
2497,t_Cartwheel1,Cartwheel,converging drives on Rabaul by forces from the South Pacific and Southwest Pacific areas
2498,t_Catalina1,Catalina,twin-engine naval patrol bomber aircraft (PB2B or PBY) (United States)
2499,t_Cav1,Cav,cavalry
2500,t_Cc_1,Cc,carbon copy
2501,t_Cdaa_1,Carros de as alto,"assault vehicles CASP
, Country Analysis and Strategy Paper CAT
, Comision asesora del transporte (Transport Assessment Commission) Colombia CCC
, Commodity Credit Corporation CGT
, General Confederation of Workers CIA
, Central Intelligence Agency CIAP
, Comite Interamericana de Alianza para el Progreso (Inter-American Committee for the Alliance for Progress) CIEC
, Conference on International Economic Cooperation CIEP
, Council on International Economic Policy CIES
, Consejo Interamericano Economico y Social (Inter-American Economic and Social Council), Organization of American States CINC
, Commander in Chief CINCSO
, Commander in Chief, Southern Command CNT
, Convencion Nacional de Trabajadores (National Workers' Convention), Uruguay COB
, close of business CODEL
, Congressional Delegation CONFADENA
, Confederacion de las Fuerzas Armadas de la Nacion (Confederation of the Armed Forces of the Nation), Bolivia COM
, Chief of Mission COMUSCINCSO
, Chief of Mission, USCINCSO CONATON
, Argentine Drug Policy Coordinating Board CONGEN
, Consulate-General COPEI
, Comite de Organizacion Politica Electoral Independiente (Committee of Independent Electoral Political Organization) Venezuelan political party CPD
, Congressional Presentation Document CRA
, continuing resolution CSAF
, Chief of Staff, U.S. Air Force CT
, Country Team CUT
, Central Unitaria de Trabajadores (Unitary Organization of Workers), Chilean labor organization CVP
, cost, value, profit CY
, calendar year"
2502,t_Cdt1,Cdt,commandant
2503,t_Cedto1,Cedto,series indicator for telegrams from the Department of State to the Mission to the Organization for Economic Cooperation and Development
2504,t_Cere1,Cere,series indicator for telegrams to the U.S. Delegation on the Committee for European Economic Cooperation
2505,t_Cfb1,Cfb,military communications indicator
2506,t_ChMAAG1,ChMAAG,"Chief, Military Assistance Advisory Group"
2507,t_ChNavGrp1,ChNav-Grp,"Chief, Naval Group"
2508,t_Ch_1,Ch,chair
2509,t_Chaff1,Chaff,"radar confusion reflectors, consisting of thin, narrow, metallic strips of various lengths and frequency responses, which are used to reflect echoes for confusion purposes and to cause enemy radar guided missiles to lock on to it instead of the real aircraft"
2510,t_Chaff_1,Chaff,"radar confusion reflectors, consisting of thin, narrow, metallic strips of various lengths and frequency responses, which are used to reflect echoes for confusion purposes and to cause enemy radar guided missiles to lock on to it instead of the real aircraft"
2511,t_Champion1,Champion,late 1943 plan for general offensive in Burma
2512,t_Chanc1,Chanc,Chancellor
2513,t_Chanor1,Chanor,(English) Channel and Normandy
2514,t_Charlie1,Charlie,military expression for the letter C
2515,t_Cheka,Cheka,"see
VCHK"
2516,t_Cherokee1,Cherokee,communication channel for eyes only and sensitive messages between the Secretary of State and Ambassadors
2517,t_Cherokee_1,Cherokee,a telegraphic distribution channel for the eyes only messages between the Secretary of State and an Ambassador
2518,t_Chi1,Chi,Chinese
2519,t_ChiCom1,ChiCom,"Chinese Communists, i.e., People's Republic of"
2520,t_ChiCommie1,Chi Commie(s),Chinese Communist(s)
2521,t_ChiCommies1,Chi Commie(s),Chinese Communist(s)
2522,t_ChiComs1,ChiCom(s),Chinese Communist(s)
2523,t_ChiDel1,ChiDel,Chinese Delegation
2524,t_ChiNat1,ChiNat,"Chinese Nationalists, i.e., Republic of China"
2525,t_ChiNats1,ChiNats,Chinese Nationalists
2526,t_ChiRep1,ChiRep,Chinese representation (at the United Nations)
2527,t_Chicom1,Chicom,Chinese Communist(s)
2528,t_Chicom_1,Chicom(s),Chinese Communist(s)
2529,t_Chicoms1,Chicom(s),Chinese Communist(s)
2530,t_ChieuHoi1,Chieu Hoi,South Vietnamese program to encourage defections by the Viet Cong to the Government of (South) Vietnam
2531,t_Chil1,Chil,Chilean
2532,t_ChilGov1,ChilGov,Chilean Government
2533,t_Chinat_1,Chinat,Chinese nationals
2534,t_Chinats1,Chinats,Chinese Nationalists
2535,t_Chirec_1,Chirec,Chinese recognition (involves bilateral relations between the PRC or ROC and a third country)
2536,t_Chirep1,Chirep,Chinese representation
2537,t_Chirep_1,Chirep,Chinese representation (United Nations)
2538,t_Chrm1,Chrm.,Chairman
2539,t_Chup1,Chup,"(also spelled Chhup) rubber plantation, base for Vietnamese Communist military units and a target for South Vietnamese operations in 1970-1971"
2540,t_Churchill1,Churchill,heavy tank (British)
2541,t_Cia1,Cia,compania
2542,t_Cif1,C.i.f.,"Commission, Insurance, Freight"
2543,t_CinC1,CinC,Commander(s) in Chief
2544,t_CinCAFPac1,CinCAFPac,"Commander in Chief, Army Forces, Pacific"
2545,t_ClNCEUR1,ClNCEUR,"Commander in Chief, Europe"
2546,t_CmIn1,Cm-In,military telegram indicator; classified message--incoming
2547,t_Cndash1301,C-130,United States Air Force transport plane
2548,t_CoCom1,CoCom,Coordinating Committee of the Paris Consultative Group of nations working to control export of strategic goods to Communist countries
2549,t_Co_1,Co.,corporation
2550,t_Cocom1,Cocom,Coordinating Committee on Export Controls
2551,t_Codel1,Codel,telegram series indicator for Congressional and Vice-Presidential delegation travel
2552,t_CodelNixon1,Codel Nixon,series indicator for telegrams concerning Vice Presidential delegation travel
2553,t_Codel_1,Codel,Congressional delegation
2554,t_CofE1,C of E,Council of Europe
2555,t_CofS1,C of S,Chief of Staff
2556,t_Col1,Col,Colombia
2557,t_ColOff1,ColOff,Colonial Office
2558,t_Col_1,Col,Colonel
2559,t_Coled1,Coled,series indicator for telegrams from the Office of the United States Observer to the Interim Committee of the European Defense Community and the United States Representative to the European Coal and Steel Community
2560,t_Colit1,Colit,series indicator for telegrams to the U.S. Deputy for the Italian Colonies of the Council of Foreign Ministers
2561,t_ColitItcol1,Colit (Itcol),indicators for messages from (to) London dealing with the question of convening the Deputies (of the CFM) for the Former Italian Colonies
2562,t_ColonelWarden1,Colonel Warden,Prime Minister Churchill
2563,t_Colux1,Colux,series indicator for documents sent from the Representative to the European Economic Communities at Luxembourg to the Department of State
2564,t_ComAirLant1,ComAirLant,"Commander, Air Forces, Atlantic Area"
2565,t_ComGen1,ComGen,General Committee at the Belgrade conference on free navigation of the Danube River
2566,t_ComGenAir1,ComGenAir,"Commanding General, Army Air Forces"
2567,t_ComGenCarib1,ComGenCarib,"or CominCarib, Commanding General, Caribbean Defense Command, General Willis D. Crittenberger, until June 25, 1948, General Matthew B. Ridgway, after July 1, 1948"
2568,t_ComGenChina1,ComGenChina,"Commanding General, United States Forces, China"
2569,t_ComGenMed1,ComGenMed,"Commanding General, Mediterranean Theater of Operations (U.S.)"
2570,t_ComGenMilMis1,ComGenMilMis,"Commanding General, Military Mission"
2571,t_ComGenUSAFIK1,ComGen USAFIK,"Commanding General, U.S. Army Forces in Korea"
2572,t_ComGenUSFA1,ComGenUSFA,"Commanding General, United States Forces in Austria"
2573,t_ComGenUSFET1,ComGenUSFET,"Commanding General, United States Forces in the European Theater"
2574,t_ComNavEu1,ComNavEu,"Commander, United States Naval Forces in Europe"
2575,t_ComNavFE1,ComNavFE,"Commander, United States Naval Forces in the Far East"
2576,t_ComNavForGer1,ComNavForGer,"Commander, United States Naval Forces, Germany"
2577,t_ComNavForGermany1,ComNavForGermany,"Commander, United States Naval Forces, Germany"
2578,t_ComNavGr1,ComNavGr,"Commander, Naval Group"
2579,t_ComNavGroup1,ComNavGroup,"Commander, Naval Group"
2580,t_ComNavGrp1,ComNavGrp,"Commander, Naval Group"
2581,t_Combal1,Combal,indicator for telegrams sent to the Department of State by the United States Delegation on the United Nations Special Committee on the Balkans
2582,t_Comd1,Comd,Commander
2583,t_Comdr1,Comdr,Commander
2584,t_Comea1,Comea,communications indicator used on messages concerning the European Advisory Commission
2585,t_Comecon_1,Comecon,Council for Mutual Economic Assistance
2586,t_CominCh1,CominCh,"Commander in Chief, United States Fleet"
2587,t_Cominform1,Cominform,"the Communist Information Bureau, created at meeting in Poland (September 22-27, 1947), with headquarters soon established in Belgrade"
2588,t_Comint1,Comint,communications intelligence
2589,t_Comintern1,Comintern,"the Communist (Third) International, founded in Moscow in March 1919, abolished in June 1943"
2590,t_Comis1,Comis,Commission
2591,t_Comite1,Comite,committee
2592,t_Comkas1,Comkas,series indicator for telegrams from the United States Representative on the United Nations Commission for India and Pakistan
2593,t_CommOne1,Comm One,Committee One of the United Nations
2594,t_Commcen1,Commcen,communications center
2595,t_Commie1,Commie(s),Communist (s)
2596,t_Commies1,Commie(s),Communist(s)
2597,t_CommunicationsCenter1,Communications Center,Department of State
2598,t_Comparty1,Comparty,"Communist Party CP, Communist Party"
2599,t_Compub_1,Compub,Committee on Public Information
2600,t_Comsec1,Comsec,secretary of commercial affairs (United States Foreign Service)
2601,t_Con1,Con,"Office of Controls, Department of State"
2602,t_ConGen1,ConGen,Consulate General; Consul General
2603,t_ConGenUSAFE1,ConGenUSAFE,"Commanding General, United States Air Force in Europe"
2604,t_ConGen_1,ConGen,Foreign Service Institute course that prepares Foreign Service Officers for consular work
2605,t_Con_1,Con.,Congressional
2606,t_Con_2,Con.,United States Congress
2607,t_Conakat1,Conakat,Confederation des Associations Tribale du Katanga
2608,t_Concrete1,Concrete,communications indicator used on telegrams from the British Government in London to the British Delegation attending the First Quebec Conference
2609,t_Condes1,Condes,Consulate despatch
2610,t_Condesp1,Condesp,Consulate despatach
2611,t_Conf1,Conf,confidential
2612,t_Confe1,Confe,series indicator for telegrams to the United States Delegation at the Conference on Laos in Geneva
2613,t_Confindustria1,Confindustria,Confederation of Italian Industry
2614,t_Confmess1,Confmess,"communications indicator used on messages to Babelsberg from the United States Delegation, Allied Commission on Reparations, Moscow"
2615,t_Confrep1,Confrep,"communications indicator used on messages from Babelsberg to the United States Delegation, Allied Commission on Reparations, Moscow"
2616,t_Cong1,Cong,Congress of the United States; Congressional
2617,t_Cong_1,Cong,Congress; also Congressman
2618,t_Congram1,Congram,Consulate airgram
2619,t_Cons_1,Cons,Consulate
2620,t_Consortium1,Consortium,"those oil companies that operated the oil concession in Iran. The shares of the Consortium were held by BP, Shell, CFP, Exxon (Esso), Mobil, Socal, Texaco, Gulf, and Iricon (the shares of which were owned by 12 independents)."
2621,t_Contel1,Contel,Consulate telegram
2622,t_Contels_1,Contels,consulate telegrams
2623,t_Copre1,Copre,"series indicator for telegrams from the United States Delegation to the Preparatory Commission of the United Nations which, met at London, November 24-December 23, 1945; and from the Executive Committee of the Preparatory Commission which met also at London, August 16-November 23, 1945"
2624,t_Coronet1,Coronet,code name for the second phase of the planned invasion of the Japanese home islands
2625,t_Cos1,Cos,companies
2626,t_Cosan1,Cosan,series indicator for telegrams from the United States Delegation at the Japanese Peace Conference in San Francisco to the Department of State
2627,t_Cosmed1,Cosmed,"communications indicator used on messages from the Combined Chiefs of Staff to the Supreme Allied Commander, Mediterranean Theater"
2628,t_Cotel1,Cotel,country team telegram
2629,t_Coun_1,C,Office of the Counselor of the Department of State
2630,t_Council1,Council,United Nations
2631,t_Cr1,Cr,"cruzeiro, Brazil"
2632,t_Crocodile1,Crocodile,code name for secret peace initiatives conducted by W. Averell Harriman
2633,t_Cromwell1,Cromwell,medium tank (British)
2634,t_Crossbow1,Crossbow,the German pilotless air-craft offensive against England
2635,t_Crossroads1,Crossroads,code name referring to atomic bomb tests made at Bikini Atoll in the Marshall Islands group
2636,t_Cte1,Cte,Committee
2637,t_Cudgel1,Cudgel,plan for small-scale operations against the Arakan coast in Burma
2638,t_Culverin1,Culverin,planned attack on the Netherlands Indies
2639,t_Cutback1,Cutback,reduced production due to unilateral decisions. The difference between production in a designated base period and the period of cutback is used to determine sharing; 60 percent of any cutback is shared by all Libyan producers including any cutback party(s).
2640,t_Cy_1,Cy,copy
2641,t_Cyber76_1,Cyber-76,mainframe class supercomputer produced by Control Data Corporation
2642,t_Cyp1,Cyp,Cypriot
2643,t_D-Day1,D-Day,"The term used to designate the unnamed day on which an operation commences, or is to commence; sometimes used with specific reference to the day of Allied cross-Channel assault (June 6, 1944)"
2644,t_D.O.1,D.O.,Defense Order
2645,t_D1,D,"Democrat; Office of the Deputy Administrator, Agency for International Development"
2646,t_D11,D-1,one day before the date of a planned military operation
2647,t_D141,D + 14,"etc., fourteen, etc., days after D Day"
2648,t_D2,"D+1, D+2, etc.","one, two, etc., days after the date of a planned military operation"
2649,t_DA1,DA,Department of the Army; Soviet designation for long-range aviation
2650,t_DAA1,DAA,Deputy Assistant Administrator
2651,t_DAB1,DAB,Democratic Alliance Bloc (South Vietnam)
2652,t_DABS1,DABS,Democratic Army Broadcasting Station
2653,t_DAC1,DAC,Development Assistance Committee of the Organization for Economic Cooperation and Development (OECD)
2654,t_DAC_1,DAC,Development Assistance Committee (Organization for Economic Cooperation and Development)
2655,t_DAD1,DAD,Department of the Army detachment
2656,t_DADCMI1,DADCMI,Department of the Army policy for disclosure of classified military information
2657,t_DAF1,DAF,Department of the Air Force
2658,t_DAG1,DAG,Democratic Army of Greece (insurgent military force)
2659,t_DAGLOS1,DAGLOS,"Defense Advisory Group on Law of the Sea, Department of Defense"
2660,t_DAIN1,DA IN,designation for cables received at the Department of Army Command Center
2661,t_DALE1,DALE,Office for Drug Abuse Law Enforcement
2662,t_DALO_1,DALO,Department of the Army Logistics Office
2663,t_DAMA_1,DAMA,Department of the Army Materiel Annex
2664,t_DAMO_1,DAMO,Department of the Army Military Operations
2665,t_DAO1,DAO,Defense Attache's Office
2666,t_DAO_1,DAO,"Defense Attache's Office
DAP, Defense Attache Program
DASD, Deputy Assistant Secretary of Defense
DASD/IA, Deputy Assistant Secretary of Defense, Inter-American Affairs
DCA, Defense Communications Agency
DD/FF, destroyer/fast frigate (USN)
DDO (NMCC), Deputy Director of Operations (National Military Command Center)
DefMin, Defense Minister 
DepSec, Deputy Secretary
Dept, Department DIA, Defense Intelligence Agency
DIRLAUTH, Direct Liaison Authorized
dist, distribution
DMA, Defense Mapping Agency
DOD, Department of Defense
DOD/DSAA, Defense Security Assistance Agency, Department of Defense
DOD/ISA/IA, Inter-American Affairs, International Security Affairs, Department of Defense
DOI, date of information
DOS, Department of State
DRB, Defense Resources Board
DSAA, Defense Security Assistance Agency
DSCS, Defense Satellite Communication System
DTG, date-time-group"
2667,t_DAP_1,DAP,Development Assistance Program
2668,t_DARCOM_1,DARCOM,Department of the Army Materiel Development and Readiness Command
2669,t_DAR_1,DAR,Daughters of the American Revolution
2670,t_DAS1,DAS,Deputy Assistant Secretary of State
2671,t_DASA1,DASA,Defense Atomic Support Agency
2672,t_DASD1,DASD,Deputy Assistant Secretary of Defense
2673,t_DASDIA_1,DASD/IA,"Deputy Assistant Secretary of Defense, Inter-American Affairs"
2674,t_DASD_1,DASD (NEASA),Deputy Assistant Secretary of Defense for Near Eastern and South Asian Affairs
2675,t_DASH1,DASH,drone anti-submarine helicopters
2676,t_DASS_1,DASS,Deputy Assistant Secretary of State
2677,t_DAS_1,DAS,"Deputy Assistant Secretary
DC, District of Columbia
DCC, Development Coordination Committee
DCI, Director of Central Intelligence
DCIA, Director of the Central Intelligence Agency
DCID, Director of Central Intelligence Directive
DCM, Deputy Chief of Mission
D/DCI/IC, Deputy to the Director of Central Intelligence for the Intelligence Community
D/DCI/NI, Deputy to the Director of Central Intelligence for National Intelligence
DDI, Deputy Director for Intelligence, Central Intelligence Agency
DDO, Deputy Director for Operations, Central Intelligence Agency
DD/S&T, Deputy Director for Science and Technology, Central Intelligence Agency
DEA, Drug Enforcement Administration
DepSecDef/Intel, Deputy Secretary of Defense for Intelligence
Dept, Department
DFI, Director of Foreign Intelligence
DG/EM, Employee Management Division, Office of Employee Relations, Bureau of Personnel, Department of State
DG/PC, Office of Program Coordination, Bureau of Personnel, Department of State
DGP/PER, Office of the Director General of the Foreign Service and Director of Personnel, Bureau of Personnel, Department of State
DGP/PER/REE, Office of Recruitment, Examination, and Employment, Office of the Director General of the Foreign Service and Director of Personnel, Bureau of Personnel, Department of State
DIA, Defense Intelligence Agency DIADC, Defense Intelligence Agency Dissemination Center
DNI, Director of National Intelligence
DOD, Department of Defense
DPS, White House domestic policy staff
DSAA, Defense Security Assistance Agency
DSD, Deputy Secretary of Defense"
2678,t_DAT1,DAT,Defense aerienne du territoire (Territorial Air Defense)
2679,t_DATT1,DATT,Defense Attache
2680,t_DATT_1,DATT,Defense Attach&eacute;
2681,t_DA_1,DA,"D, Democrat; Deputy Secretary of State , Department of the Army DAO
, Defense Attache Office DAS
, Departamento Administrativa de Seguidad (Administrative Security Department), Colombia DATT
, Defense Attache DC
, developed country DCI , Director of Central Intelligence DCM
, Deputy Chief of Mission DDI
, Deputy Director of Intelligence, Central Intelligence Agency DDO
, Deputy Director of Operations, Central Intelligence Agency DEA
, Drug Enforcement Administration DEFATT
, Defense Attache D/HA
, Coordinator for Humanitarian Affairs, Department of State D/HA/ORM
, Office of the Coordinator for Refugee and Migration Affairs, Department of State D/HR
, Deputy Coordinator for Human Rights, Department of State DIA
, Defense Intelligence Agency DINA
, Direccion de Inteligencia Nacional, National Intelligence Directorate, Chile Dissem
, dissemination D/LOS
, Staff Director, NSC Interagency Task Force on Law of the Sea DOD
, Department of Defense DOD/ISA
, Bureau of International Security Affairs, Department of Defense DOD/OSD
, Office of the Secretary of Defense Dols
, Dollars"
2682,t_DB1,Daniel Boone (DB),MACV reconnaissance operations in Cambodia
2683,t_DBD1,DBD,Demokratische Bauernpartei Deutschlands (Democratic Peasant Party of Germany)
2684,t_DBFS_1,D/BFS,"Executive Secretary of the Board of Foreign Service and Employee Management Relations Commission, Department of State"
2685,t_DBM1,DBM,"Division of Buildings Management, Office of the Deputy Assistant Secretary of State for Operations"
2686,t_DBP1,DBP,Dien Bien Phu
2687,t_DBS1,DBS,Direct Broadcast Satellites
2688,t_DBS_1,DBS,direct broadcast satellite
2689,t_DB_1,DB,Douglas Bennet
2690,t_DC1,DC,"Defense Committee, NATO; also series designation for documents of that committee"
2691,t_DCA1,DCA,Defense Cooperation Agreement
2692,t_DCA_1,DCA,defense cooperation agreement
2693,t_DCC_1,DCC,Development Coordination Committee
2694,t_DCD1,DCD,Domestic Contacts Division
2695,t_DCDCS1,DC/DCS,Developed country/countries
2696,t_DCEF_1,DCEF,"demonstration centrifuge enrichment facility
DCI, Director of Central Intelligence
DCM, Deputy Chief of Mission
Del, delegate or delegation
DelOff, delegation officer
DG, Director General
Disto, series indicator for telegrams from the U.S. Delegation to the Conference of the Committee on Disarmament in Geneva to the Department of State
DOD, Department of Defense DOS, Department of State"
2697,t_DCFBA1,DCFBA,Director General of Budget and Foreign Aid
2698,t_DCI1,DCI,Director of Central Intelligence (CIG and CIA)
2699,t_DCI2,DCI,Director of Central Intelligence
2700,t_DCIA_1,DCIA,Director of the Central Intelligence Agency
2701,t_DCID1,DCID,Director of Central Intelligence Directive
2702,t_DCID_1,DCID,Director of Central Intelligence Directives
2703,t_DCIIC_1,DCI/IC,Director of Central Intelligence for the Intelligence Community
2704,t_DCIOCA_1,DCI/OCA,"Office of Congressional Affairs, Office of the Director of Central Intelligence"
2705,t_DCI_1,DCI,"Director of Central Intelligence, Central Intelligence Agency"
2706,t_DCM1,DCM,"Deputy Chief of Mission, United States Embassy"
2707,t_DCM2,DCM,Deputy Chief of Mission
2708,t_DCM_1,DCM,"Deputy Chief of Mission, United States Embassy"
2709,t_DCPA_1,DCPA,Defense Civil Preparedness Agency
2710,t_DCR_1,DCR,"Deputy Chief, United States Military Training Mission"
2711,t_DCS1,DCS,Domestic Contact Service (CIA)
2712,t_DCSOPS1,DCSOPS,"Deputy Chief of Staff for Operations, United States Army"
2713,t_DCT1,DC/T,"Telegraphic Branch, Division of Communications Services, Department of State"
2714,t_DCT_1,D/CT,"Office for Combating Terrorism, Office of the Deputy Secretary of State"
2715,t_DC_1,DC,"Domestic Council; also, Denis Clift"
2716,t_DCs1,DCs,developed countries
2717,t_DD1,DD,U.S. Naval designation for destroyer
2718,t_DD2_1,DD2,second United Nations Development Decade (1971-1980)
2719,t_DD3_1,DD3,third United Nations Development Decade (1981-1990)
2720,t_DDA1,DD/A,"Deputy Director for Administration, Central Intelligence Agency"
2721,t_DDC1,DDC,"Office of the Deputy Director for Coordination, Bureau of Intelligence and Research, Department of State"
2722,t_DDCI1,DDCI,Deputy Director of Central Intelligence (CIG and CIA)
2723,t_DDCIIC1,D/DCI/IC,Deputy to the Director of Central Intelligence for the Intelligence Community
2724,t_DDCIIC_1,D/DCI/IC,Deputy to the Director for Central Intelligence for the Intelligence Community
2725,t_DDCINIO_1,D/DCI/NIO,Deputy to the Director for Central Intelligence for National Intelligence Officers
2726,t_DDCINIPE1,D/DCI/NIPE,Deputy to the Director of Central Intelligence for National Intelligence Programs Evaluation
2727,t_DDCINI_1,D/DCI/NI,Deputy to the Director of Central Intelligence for National Intelligence
2728,t_DDCI_1,DDCI,"Deputy Director of Central Intelligence, Central Intelligence Agency"
2729,t_DDDDRDDE1,DD/DDR/DDE,destroyer/radar picket destroyer/escort destroyer
2730,t_DDE1,DDE,antisubmarine destroyer
2731,t_DDFF_1,DD/FF,destroyer/fast frigate (USN)
2732,t_DDG1,DDG,guided missile destroyer
2733,t_DDG_1,DDG,guided missile frigate
2734,t_DDI1,DD/I,Deputy Director of Intelligence; Directorate of Intelligence (CIA)
2735,t_DDII1,DDII,Second United Nations Development Decade (1971-1980)
2736,t_DDIONE1,DDI/ONE,"Deputy Director for Intelligence, Office of National Estimates, Central Intelligence Agency"
2737,t_DDI_1,DDI,"Deputy Director for Intelligence, Central Intelligence Agency"
2738,t_DDM1,DD/M,"Office of the Deputy Director for Management, International Cooperation Administration"
2739,t_DDO1,DD/O,"Office of the Deputy Director for Operations, International Cooperation Administration"
2740,t_DDOAF_1,DDO/AF,"Africa Division, Office of the Deputy Director for Operations, Central lntelligence Agency"
2741,t_DDOEA1,DDO/EA,"Deputy Directorate of Operations, East Asia, Central Intelligence Agency"
2742,t_DDOEUR1,DDO/EUR,"Division of European Affairs, Deputy Director of Operations, Central Intelligence Agency"
2743,t_DDOIMS1,DDO/IMS,"Deputy Director for Operations/Information Management Staff, Central Intelligence Agency"
2744,t_DDOIMS_1,DDO/IMS,"Information Management Staff, Office of the Deputy Director for Operations, Central lntelligence Agency"
2745,t_DDOLA_1,DDO/LA,"Deputy Director of Operations for Latin America, Central Intelligence Agency"
2746,t_DDONMCC_1,DDO (NMCC),Deputy Director of Operations (National Military Command Center)
2747,t_DDO_1,DDO,"Deputy Director for Operations, Central Intelligence Agency"
2748,t_DDP1,DD/P,"Office of the Deputy Director for Programs and Planning, International Cooperation Administration"
2749,t_DDPAE1,DDP/AE,"Deputy Director of Plans for Africa, Central Intelligence Agency"
2750,t_DDPAF1,DDP/AF,"Deputy Director of Plans for Africa, Central Intelligence Agency"
2751,t_DDPAF_1,DDP/AF,"Africa Division, Office of the Deputy Director for Plans, Central Intelligence Agency"
2752,t_DDP_1,DDP,"Deputy Director for Plans, Central Intelligence Agency"
