,id,title,classification,publication_date,page_count,content_type
645,CIA-RDP82-00850R000500090007-0,JPRS ID: 10710  USSR REPORT ENGINEERING AND EQUIPMENT,U,,144,REPORTS
646,CIA-RDP82-00850R000500090008-9,JPRS ID: 10711  USSR REPORT MATERIALS SCIENCE AND METALLURGY,U,,45,REPORTS
647,CIA-RDP82-00850R000500090009-8,JPRS ID: 10712  SUB-SAHARAN AFRICA REPORT,U,,25,REPORTS
648,CIA-RDP82-00850R000500090010-6,JPRS ID: 10713  JAPAN REPORT,U,,52,REPORTS
649,CIA-RDP82-00850R000500090011-5,JPRS ID: 10714  USSR REPORT POLITICAL AND SOCIOLOGICAL AFFAIRS,U,,38,REPORTS
650,CIA-RDP82-00850R000500090012-4,JPRS ID: 10715  WORLDWIDE REPORT NUCLEAR DEVELOPMENT AND PROLIFERATION,U,,15,REPORTS
651,CIA-RDP82-00850R000500090013-3,JPRS ID: 10716  WORLDWIDE REPORT LAW OF THE SEA,U,,12,REPORTS
652,CIA-RDP82-00850R000200020030-4,JPRS ID: 74593  NEAR EAST/NORTH AFRICA REPORT,U,,70,REPORTS
653,CIA-RDP82-00850R000200020036-8,JPRS ID: 74604  NEAR EAST/NORTH AFRICA REPORT,U,,105,REPORTS
654,CIA-RDP82-00850R000200020041-2,JPRS ID: 74612  NEAR EAST/NORTH AFRICA REPORT,U,,157,REPORTS
655,CIA-RDP82-00850R000200020043-0,JPRS ID: 74629  NEAR EAST/NORTH AFRICA REPORT,U,,125,REPORTS
656,CIA-RDP82-00850R000200020053-9,JPRS ID: 74661  NEAR EAST/NORTH AFRICA REPORT,U,,81,REPORTS
657,CIA-RDP82-00850R000200020056-6,JPRS ID: 74671  NEAR EAST/NORTH AFRICA REPORT,U,,111,REPORTS
658,CIA-RDP82-00850R000200020059-3,JPRS ID: 74691  NEAR EAST/NORTH AFRICA REPORT,U,,51,REPORTS
659,CIA-RDP82-00850R000200030002-4,JPRS ID: 74695  NEAR EAST/NORTH AFRICA REPORT,U,,60,REPORTS
660,CIA-RDP82-00850R000200030005-1,JPRS ID: 74705  NEAR EAST/NORTH AFRICA REPORT,U,,69,REPORTS
661,CIA-RDP82-00850R000200030012-3,JPRS ID: 74716  NEAR EAST/NORTH AFRICA REPORT,U,,102,REPORTS
662,CIA-RDP82-00850R000200030016-9,JPRS ID: 74735  NEAR EAST/NORTH AFRICA REPORT,U,,61,REPORTS
663,CIA-RDP82-00850R000200030025-9,JPRS ID: 74746  NEAR EAST/NORTH AFRICA REPORT FUTURE OF ELECTROMAGNETIC INDUSTRIES IN EGYPT TO 2000,U,,78,REPORTS
664,CIA-RDP82-00850R000200030032-1,JPRS ID: 74767  NEAR EAST/NORTH AFRICA REPORT,U,,107,REPORTS
665,CIA-RDP82-00850R000200030037-6,JPRS ID: 74780  NEAR EAST/NORTH AFRICA REPORT,U,,157,REPORTS
666,CIA-RDP82-00850R000200030038-5,JPRS ID: 74787  NEAR EAST/NORTH AFRICA REPORT,U,,112,REPORTS
667,CIA-RDP82-00850R000200030044-8,JPRS ID: 74803  NEAR EAST/NORTH AFRICA REPORT,U,,92,REPORTS
668,CIA-RDP82-00850R000200030050-1,JPRS ID: 74819  NEAR EAST/NORTH AFRICA REPORT,U,,80,REPORTS
669,CIA-RDP82-00850R000200030052-9,JPRS ID: 74838  NEAR EAST/NORTH AFRICA REPORT,U,,71,REPORTS
670,CIA-RDP82-00850R000200040004-1,JPRS ID: 74854  NEAR EAST/NORTH AFRICA REPORT,U,,140,REPORTS
671,CIA-RDP82-00850R000200040013-1,JPRS ID: 74877  NEAR EAST/NORTH AFRICA REPORT,U,,123,REPORTS
672,CIA-RDP82-00850R000200040026-7,JPRS ID: 74889  NEAR EAST/NORTH AFRICA REPORT,U,,132,REPORTS
673,CIA-RDP82-00850R000200040032-0,JPRS ID: 74920  NEAR EAST/NORTH AFRICA REPORT,U,,130,REPORTS
674,CIA-RDP82-00850R000200040035-7,JPRS ID: 74935  NEAR EAST/NORTH AFRICA REPORT,U,,80,REPORTS
675,CIA-RDP82-00850R000100010001-8,JPRS ID: 8194  TRANSLATIONS ON USSR INDUSTRIAL AFFAIRS,U,,40,REPORTS
676,CIA-RDP82-00850R000100010002-7,JPRS ID: 8195  TRANSLATIONS ON SUB-SAHARAN AFRICA,U,,49,REPORTS
677,CIA-RDP82-00850R000100010003-6,JPRS ID: 8196  TRANSLATIONS ON WESTERN EUROPE,U,,61,REPORTS
678,CIA-RDP82-00850R000100010004-5,JPRS ID: 8197  TRANSLATIONS ON USSR MILITARY AFFAIRS,U,,45,REPORTS
679,CIA-RDP82-00850R000100010005-4,JPRS ID: 8198  TRANSLATIONS ON NARCOTICS AND DANGEROUS DRUGS,U,,108,REPORTS
680,CIA-RDP82-00850R000100010006-3,JPRS ID: 8199  AUTOMATION OF TROOP CONTROL,U,,228,REPORTS
681,CIA-RDP82-00850R000100010007-2,JPRS ID: 8200  TRANSLATIONS ON USSR SCIENCE AND TECHNOLOGY PHYSICAL SCIENCES AND TECHNOLOGY,U,,56,REPORTS
682,CIA-RDP82-00850R000100010008-1,JPRS ID: 8201  TRANSLATIONS ON EASTERN EUROPE AND ECONOMIC AND INDUSTRIAL AFFAIRS,U,,17,REPORTS
683,CIA-RDP82-00850R000100010009-0,"JPRS ID: 8202  TRANSLATIONS ONTELECOMMUNICATIONS POLICY, RESEARCH AND DEVELOPMENT",U,,28,REPORTS
684,CIA-RDP82-00850R000100010010-8,JPRS ID: 8203  TRANSLATIONS ON LATIN AMERICA,U,,24,REPORTS
685,CIA-RDP82-00850R000100010011-7,JPRS ID: 8204  TRANSLATIONS ON USSR AND TECHNOLOGY BIOMEDICAL AND BEHAVIORAL SCIENCES,U,,43,REPORTS
686,CIA-RDP82-00850R000100010012-6,JPRS ID: 8205  TRANSLATIONS ON USSR RESOURCES,U,,99,REPORTS
687,CIA-RDP82-00850R000100010013-5,JPRS ID: 8206  TRANSLATIONS ON JAPAN,U,,35,REPORTS
688,CIA-RDP82-00850R000100010014-4,JPRS ID: 8207  TRANSLATIONS ON WESTERN EUROPE,U,,38,REPORTS
689,CIA-RDP82-00850R000100010015-3,JPRS ID: 8208  TRANSLATIONS ON JAPAN,U,,58,REPORTS
690,CIA-RDP82-00850R000100010016-2,JPRS ID: 8209  TRANSLATIONS ON USSR SCIENCE AND TECHNOLOGY BIOMEDICAL AND BEHAVIORAL SCIENCES,U,,46,REPORTS
691,CIA-RDP82-00850R000100010017-1,JPRS ID: 8210  TRANSLATIONS ON USSR SCIENCES AND TECHNOLOGY PHYSICAL SCIENCES AND TECHNOLOGY,U,,55,REPORTS
692,CIA-RDP82-00850R000100010018-0,JPRS ID: 8211  TRANSLATIONS ON USSR SCIENCE AND TECHNOLOGY BIOMEDICAL AND BEHAVIORAL SCIENCES,U,,63,REPORTS
693,CIA-RDP82-00850R000100010019-9,JPRS ID: 8212  TRANSLATIONS ON NARCOTICS AND DANGEROUS DRUGS,U,,149,REPORTS
694,CIA-RDP82-00850R000100010020-7,JPRS ID: 8213  TRANSLATIONS ON USSR MILITARY AFFAIRS,U,,39,REPORTS
695,CIA-RDP82-00850R000100010021-6,JPRS ID: 8214  TRANSLATIONS ON EASTERN EUROPE AND ECONOMIC AND INDUSTRIAL AFFAIRS,U,,26,REPORTS
696,CIA-RDP82-00850R000100010022-5,JPRS ID: 8215  TRANSLATIONS ON USSR SCIENCE AND TECHNOLOGY PHYSICAL SCIENCES AND TECHNOLOGY,U,,96,REPORTS
697,CIA-RDP82-00850R000100010023-4,JPRS ID: 8216  TRANSLATIONS ON WESTERN EUROPE,U,,86,REPORTS
698,CIA-RDP82-00850R000100010024-3,JPRS ID: 8217  REFERENCE AID DIRECTORY OF JPRS NONSERIAL PUBLICATIONS JANUARY-DECEMBER 1978,U,,23,REPORTS
699,CIA-RDP82-00850R000100010025-2,JPRS ID: 8218  TRANSLATIONS ON VIETNAM,U,,23,REPORTS
700,CIA-RDP82-00850R000100010026-1,JPRS ID: 8219  TRANSLATIONS ON SUB-SAHARAN AFRICA,U,,37,REPORTS
701,CIA-RDP82-00850R000100010027-0,JPRS ID: 8220  TRANSLATIONS ON WESTERN EUROPE,U,,33,REPORTS
702,CIA-RDP82-00850R000100010028-9,JPRS ID: 8221  TRANSLATIONS ON USSR POLITICAL AND SOCIOLOGICAL AFFAIRS,U,,41,REPORTS
703,CIA-RDP82-00850R000100010029-8,JPRS ID: 8222  METEOROLOGY AND HYDROLOGY,U,,87,REPORTS
704,CIA-RDP82-00850R000100010030-6,JPRS ID: 8223  TRANSLATIONS ON LATIN AMERICA,U,,21,REPORTS
705,CIA-RDP82-00850R000100010031-5,JPRS ID: 8224  TRANSLATIONS ON WESTERN EUROPE THE THIRD WAY: ITALY'S NEW POLITICAL ROAD,U,,95,REPORTS
706,CIA-RDP82-00850R000100010032-4,JPRS ID: 8225  TRANSLATIONS ON USSR AGRICULTURE,U,,56,REPORTS
707,CIA-RDP82-00850R000100010033-3,JPRS ID: 8226  SELECTED TRANSLATIONS FROM THE SOVIET JOURNAL OF THE OPTICAL ENGINEERING INDUSTRY,U,,89,REPORTS
708,CIA-RDP82-00850R000100010034-2,JPRS ID: 8227  TRANSLATIONS ON USSR SCIENCE AND TECHNOLOGY PHYSICAL SCIENCES AND TECHNOLOGY,U,,113,REPORTS
709,CIA-RDP82-00850R000100010035-1,"JPRS ID: 8228  TRANSLATIONS ON EASTERN EUROPE POLITICAL, SOCIOLOGICAL, AND MILITARY AFFAIRS",U,,26,REPORTS
710,CIA-RDP82-00850R000100010036-0,JPRS ID: 8229  TRANSLATIONS ON ON WESTERN EUROPE,U,,65,REPORTS
711,CIA-RDP82-00850R000100010037-9,JPRS ID: 8230  TRANSLATIONS ON NARCOTICS AND DANGEROUS DRUGS,U,,60,REPORTS
712,CIA-RDP82-00850R000100010038-8,JPRS ID: 8231  TRANSLATIONS ON SUB-SAHARAN AFRICA,U,,42,REPORTS
713,CIA-RDP82-00850R000100010039-7,JPRS ID: 8232  INSTRUCTIONS FOR PLANNING BUILDINGS FOR SCIENTIFIC RESEARCH INSTITUTIONS SN 495-77,U,,56,REPORTS
714,CIA-RDP82-00850R000100010040-5,JPRS ID: 8233  TRANSLATIONS ON USSR MILITARY AFFAIRS,U,,66,REPORTS
715,CIA-RDP82-00850R000100010041-4,"JPRS ID: 8234  TRANSLATIONS ONTELECOMMUNICATIONS POLICY, RESEARCH AND DEVELOPMENT",U,,35,REPORTS
716,CIA-RDP82-00850R000100010042-3,JPRS ID: 8235  TRANSLATIONS ON ENVIRONMENTAL QUALITY,U,,36,REPORTS
717,CIA-RDP82-00850R000100010043-2,JPRS ID: 8236  TRANSLATIONS ON USSR SCIENCE AND TECHNOLOGY BIOMEDICAL AND BEHAVIORAL SCIENCES,U,,35,REPORTS
718,CIA-RDP82-00850R000100010044-1,JPRS ID: 8237  EXPERIMENTAL SEISMIC STUDIES OF THE EARTH'S INTERIOR,U,,179,REPORTS
719,CIA-RDP82-00850R000100010045-0,JPRS ID: 8238  TRANSLATIONS ON NEAR EAST AND NORTH AFRICA,U,,29,REPORTS
720,CIA-RDP82-00850R000100010046-9,JPRS ID: 8239  TRANSLATIONS ON NARCOTICS AND DANGEROUS DRUGS,U,,119,REPORTS
721,CIA-RDP82-00850R000100010047-8,JPRS ID: 8240  TRANSLATIONS ON USSR TRADE AND SERVICES,U,,39,REPORTS
722,CIA-RDP82-00850R000100010048-7,JPRS ID: 8241  TRANSLATIONS ON USSR SCIENCE AND TECHNOLOGY PHYSICAL SCIENCES AND TECHNOLOGY,U,,119,REPORTS
723,CIA-RDP82-00850R000100010049-6,JPRS ID: 8242  TRANSLATIONS FROM THE LENINGRAD POLYTECHNICAL INSTITUTE'S MONOGRAPH ON QUANTUM E,U,,171,REPORTS
724,CIA-RDP82-00850R000100010050-4,JPRS ID: 8243  TRANSLATIONS ON WESTERN EUROPE,U,,55,REPORTS
725,CIA-RDP82-00850R000100010051-3,JPRS ID: 8244  TRANSLATIONS ON USSR INDUSTRIAL AFFAIRS,U,,50,REPORTS
726,CIA-RDP82-00850R000100010052-2,JPRS ID: 8245  TRANSLATIONS ON PEOPLE'S REPUBLIC OF CHINA,U,,18,REPORTS
727,CIA-RDP82-00850R000100010053-1,JPRS ID: 8246  THE ANTARCTIC: MAIN RESULTS OF 20 YEARS OF RESEARCH IN THE ANTARCTIC,U,,175,REPORTS
728,CIA-RDP82-00850R000100010054-0,JPRS ID: 8247  TRANSLATIONS ON USSR SCIENCE AND TECHNOLOGY PHYSICAL SCIENCES AND TECHNOLOGY,U,,59,REPORTS
729,CIA-RDP82-00850R000100010055-9,JPRS ID: 8248  TRANSLATIONS ON USSR SCIENCE AND TECHNOLOGY PHYSICAL SCIENCES AND TECHNOLOGY,U,,69,REPORTS
730,CIA-RDP82-00850R000100010056-8,JPRS ID: 8249  TRANSLATIONS ON USSR RESOURCES,U,,43,REPORTS
731,CIA-RDP82-00850R000100010057-7,JPRS ID: 8250  TRANSLATIONS ON WESTERN EUROPE,U,,66,REPORTS
732,CIA-RDP82-00850R000100010058-6,"JPRS ID: 8251  FRANCE: NUCLEAR, MISSILE, AND SPACE DEVELOPMENTS",U,,26,REPORTS
733,CIA-RDP82-00850R000100010059-5,JPRS ID: 8252  THE CARDIOVASCULAR SYSTEM AND OCCUPATIONAL FACTORS,U,,178,REPORTS
734,CIA-RDP82-00850R000100010060-3,JPRS ID: 8253  TRANSLATIONS ON USSR ECONOMIC AFFAIRS,U,,30,REPORTS
735,CIA-RDP82-00850R000100010061-2,JPRS ID: 8254  TRANSLATIONS ON JAPAN,U,,49,REPORTS
736,CIA-RDP82-00850R000100010062-1,JPRS ID: 8255  TRANSLATIONS ON NARCOTICS AND DANGEROUS DRUGS,U,,132,REPORTS
737,CIA-RDP82-00850R000100020001-7,JPRS ID: 8256  TRANSLATIONS ON ON WESTERN EUROPE,U,,59,REPORTS
738,CIA-RDP82-00850R000100020002-6,JPRS ID: 8257  TRANSLATIONS ON LAW OF THE SEA,U,,15,REPORTS
739,CIA-RDP82-00850R000100020003-5,JPRS ID: 8258  TRANSLATIONS ON USSR SCIENCE AND TECHNOLOGY PHYSICAL SCIENCES AND TECHNOLOGY,U,,47,REPORTS
740,CIA-RDP82-00850R000100020004-4,JPRS ID: 8259  TRANSLATIONS ON USSR RESOURCES,U,,45,REPORTS
741,CIA-RDP82-00850R000100020005-3,JPRS ID: 8260  TRANSLATIONS ON USSR MILITARY AFFAIRS CIVIL DEFENSE AT AGRICULTURAL PRODUCTION FACILI,U,,42,REPORTS
742,CIA-RDP82-00850R000100020006-2,JPRS ID: 8261  TRANSLATIONS ON USSR MILITARY AFFAIRS,U,,70,REPORTS
743,CIA-RDP82-00850R000100020007-1,"JPRS ID: 8262  TRANSLATIONS ONTELECOMMUNICATIONS POLICY, RESEARCH AND DEVELOPMENT",U,,16,REPORTS
744,CIA-RDP82-00850R000100020008-0,JPRS ID: 8263  TRANSLATIONS ON SUB-SAHARAN AFRICA,U,,42,REPORTS
745,CIA-RDP82-00850R000100020009-9,JPRS ID: 8264  TRANSLATIONS ON USSR SCIENCE AND TECHNOLOGY BIOMEDICAL AND BEHAVIORAL SCIENCES,U,,57,REPORTS
746,CIA-RDP82-00850R000100020010-7,JPRS ID: 8265  TRANSLATIONS ON JAPAN,U,,39,REPORTS
747,CIA-RDP82-00850R000100020011-6,JPRS ID: 8266  TRANSLATIONS ON USSR TRADE AND SERVICES,U,,41,REPORTS
748,CIA-RDP82-00850R000100020012-5,JPRS ID: 8267  TRANSLATIONS ON USSR SCIENCE AND TECHNOLOGY PHYSICAL SCIENCES AND TECHNOLOGY,U,,57,REPORTS
749,CIA-RDP82-00850R000100020013-4,JPRS ID: 8268  TRANSLATIONS ON VIETNAM,U,,33,REPORTS
750,CIA-RDP82-00850R000100020014-3,JPRS ID: 8269  TRANSLATIONS ON WESTERN EUROPE,U,,46,REPORTS
751,CIA-RDP82-00850R000100020015-2,JPRS ID: 8270  TRANSLATIONS ON NARCOTICS AND DANGEROUS DRUGS,U,,75,REPORTS
752,CIA-RDP82-00850R000100020016-1,JPRS ID: 8271  TRANSLATIONS ON USSR ECONOMIC AFFAIRS,U,,49,REPORTS
753,CIA-RDP82-00850R000100020017-0,JPRS ID: 8272  TRANSLATIONS ON USSR SCIENCE AND TECHNOLOGY PHYSICAL SCIENCES AND TECHNOLOGY,U,,79,REPORTS
754,CIA-RDP82-00850R000100020018-9,JPRS ID: 8273  TRANSLATIONS ON SUB-SAHARAN AFRICA,U,,36,REPORTS
755,CIA-RDP82-00850R000100020019-8,JPRS ID: 8274  TRANSLATIONS ON WESTERN EUROPE,U,,70,REPORTS
756,CIA-RDP82-00850R000100020020-6,JPRS ID: 8275  METEOROLOGY AND HYDROLOGY DECEMBER 1978,U,,184,REPORTS
757,CIA-RDP82-00850R000100020021-5,JPRS ID: 8276  TRANSLATIONS ON EASTERN EUROPE SCIENTIFIC AFFAIRS,U,,32,REPORTS
758,CIA-RDP82-00850R000100020022-4,JPRS ID: 8277  TRANSLATIONS ON NEAR EAST AND NORTH AFRICA,U,,63,REPORTS
759,CIA-RDP82-00850R000100020023-3,JPRS ID: 8278  TRANSLATIONS ON NARCOTICS AND DANGEROUS DRUGS,U,,61,REPORTS
760,CIA-RDP82-00850R000100020024-2,JPRS ID: 8279  TRANSLATIONS ON USSR POLITICAL AND SOCIOLOGICAL AFFAIRS,U,,64,REPORTS
761,CIA-RDP82-00850R000100020025-1,JPRS ID: 8280  VIBRATION DAMPING SYSTEMS IN MACHINES AND MECHANISMS,U,,118,REPORTS
762,CIA-RDP82-00850R000100020026-0,JPRS ID: 8281  TRANSLATIONS ON USSR SCIENCE AND TECHNOLOGY PHYSICAL SCIENCES AND TECHNOLOGY,U,,118,REPORTS
763,CIA-RDP82-00850R000100020027-9,JPRS ID: 8282  TRANSLATIONS ON WESTERN EUROPE,U,,40,REPORTS
764,CIA-RDP82-00850R000100020028-8,JPRS ID: 8283  TRANSLATIONS ON USSR RESOURCES,U,,39,REPORTS
765,CIA-RDP82-00850R000100020029-7,JPRS ID: 8284  TRANSLATIONS ON NARCOTICS AND DANGEROUS DRUGS,U,,59,REPORTS
766,CIA-RDP82-00850R000100020030-5,JPRS ID: 8285  TRANSLATIONS ON USSR SCIENCES AND TECHNOLOGY PHYSICAL SCIENCES AND TECHNOLOGY,U,,128,REPORTS
767,CIA-RDP82-00850R000100020031-4,JPRS ID: 8286  TRANSLATIONS ON USSR SCIENCE AND TECHNOLOGY BIOMEDICAL AND BEHAVIORAL SCIENCES,U,,86,REPORTS
768,CIA-RDP82-00850R000100020032-3,JPRS ID: 8287  TRANSLATIONS ON NEAR EAST AND NORTH AFRICA,U,,74,REPORTS
769,CIA-RDP82-00850R000100020033-2,JPRS ID: 8288  TRANSLATIONS ON USSR TRADE AND SERVICES,U,,60,REPORTS
770,CIA-RDP82-00850R000100020034-1,JPRS ID: 8289  TRANSLATIONS ON ON WESTERN EUROPE,U,,53,REPORTS
771,CIA-RDP82-00850R000100020035-0,"JPRS ID: 8290  FRANCE: NUCLEAR, MISSILE, AND SPACE DEVELOPMENTS",U,,15,REPORTS
772,CIA-RDP82-00850R000100020036-9,JPRS ID: 8291  TRANSLATIONS ON USSR MILITARY AFFAIRS SOVIET ARMY AIR FORCE COMMAND AND STAFF IN THE,U,,259,REPORTS
773,CIA-RDP82-00850R000100020037-8,JPRS ID: 8292  TRANSLATIONS ON NEAR EAST AND NORTH AFRICA,U,,69,REPORTS
774,CIA-RDP82-00850R000100020038-7,"JPRS ID: 8293  TRANSLATIONS ON EASTERN EUROPE POLITICAL, SOCIOLOGICAL, AND MILITARY AFFAIRS",U,,43,REPORTS
775,CIA-RDP82-00850R000100020039-6,JPRS ID: 8294  TRANSLATIONS ON USSR SCIENCES AND TECHNOLOGY PHYSICAL SCIENCES AND TECHNOLOGY,U,,198,REPORTS
776,CIA-RDP82-00850R000100020040-4,JPRS ID: 8295  TRANSLATIONS ON NARCOTICS AND DANGEROUS DRUGS,U,,105,REPORTS
777,CIA-RDP82-00850R000100020041-3,JPRS ID: 8296  TRANSLATIONS ON LATIN AMERICA,U,,51,REPORTS
778,CIA-RDP82-00850R000100020042-2,JPRS ID: 8297  TRANSLATIONS ON SOUTH AND EAST ASIA,U,,23,REPORTS
779,CIA-RDP82-00850R000100030001-6,JPRS ID: 8298  TRANSLATIONS ON EASTERN EUROPE AND ECONOMIC AND INDUSTRIAL AFFAIRS,U,,49,REPORTS
780,CIA-RDP82-00850R000100030002-5,JPRS ID: 8299  TRANSLATIONS ON WESTERN EUROPE,U,,44,REPORTS
781,CIA-RDP82-00850R000100030003-4,JPRS ID: 8300  TRANSLATIONS ON NEAR EAST AND NORTH AFRICA,U,,38,REPORTS
782,CIA-RDP82-00850R000100030004-3,JPRS ID: 8301  TRANSLATIONS ON USSR SCIENCE AND TECHNOLOGY BIOMEDICAL AND BEHAVIORAL SCIENCES: EFFEC,U,,126,REPORTS
783,CIA-RDP82-00850R000100030005-2,JPRS ID: 8302  TRANSLATIONS ON USSR MILITARY AFFAIRS,U,,46,REPORTS
784,CIA-RDP82-00850R000100030006-1,JPRS ID: 8303  TRANSLATIONS ON SUB-SAHARAN AFRICA,U,,62,REPORTS
785,CIA-RDP82-00850R000100030007-0,JPRS ID: 8304  INTERNATIONAL COOPERATION IN SPACE LEGAL QUESTIONS,U,,229,REPORTS
786,CIA-RDP82-00850R000100030008-9,JPRS ID: 8305  TRANSLATIONS ON JAPAN,U,,83,REPORTS
787,CIA-RDP82-00850R000100030009-8,JPRS ID: 8306  TRANSLATIONS ON PEOPLE'S REPUBLIC OF CHINA,U,,18,REPORTS
788,CIA-RDP82-00850R000100030010-6,JPRS ID: 8307  TRANSLATIONS ON USSR AGRICULTURE,U,,21,REPORTS
789,CIA-RDP82-00850R000100030011-5,JPRS ID: 8308  SEISMIC REGIONALIZATION OF EASTERN SIBERIA AND ITS GEOLOGICAL AND GEOPHYSICAL FOUNDAT,U,,439,REPORTS
790,CIA-RDP82-00850R000100030012-4,JPRS ID: 8309  TRANSLATIONS ON USSR SCIENCES AND TECHNOLOGY PHYSICAL SCIENCES AND TECHNOLOGY,U,,90,REPORTS
791,CIA-RDP82-00850R000100030013-3,JPRS ID: 8310  TRANSLATIONS ON ENVIRONMENTAL QUALITY,U,,14,REPORTS
792,CIA-RDP82-00850R000100030014-2,JPRS ID: 8311  TRANSLATIONS ON USSR INDUSTRIAL AFFAIRS,U,,57,REPORTS
793,CIA-RDP82-00850R000100030015-1,"JPRS ID: 8312  FRANCE: NUCLEAR, MISSILE, AND SPACE DEVELOPMENTS",U,,23,REPORTS
794,CIA-RDP82-00850R000100030016-0,JPRS ID: 8313  TRANSLATIONS ON JAPAN,U,,68,REPORTS
795,CIA-RDP82-00850R000100030017-9,JPRS ID: 8314  TRANSLATIONS ON USSR SCIENCE AND TECHNOLOGY BIOMEDICAL AND BEHAVIORAL SCIENCES,U,,70,REPORTS
796,CIA-RDP82-00850R000100030018-8,"JPRS ID: 8315  METEOROLOGY AND HYDROLOGY NO. 1, JANUARY 1979",U,,188,REPORTS
797,CIA-RDP82-00850R000100030019-7,JPRS ID: 8316  TRANSLATIONS ON NEAR EAST AND NORTH AFRICA,U,,36,REPORTS
798,CIA-RDP82-00850R000100030020-5,JPRS ID: 8317  PERISHING OF WINTER CROPS,U,,187,REPORTS
799,CIA-RDP82-00850R000100030021-4,JPRS ID: 8318  TRANSLATIONS ON NARCOTICS AND DANGEROUS DRUGS,U,,74,REPORTS
800,CIA-RDP82-00850R000100030022-3,JPRS ID: 8319  TRANSLATIONS ON EASTERN EUROPE AND ECONOMIC AND INDUSTRIAL AFFAIRS,U,,29,REPORTS
801,CIA-RDP82-00850R000100030023-2,JPRS ID: 8320  TRANSLATIONS ON WESTERN EUROPE,U,,38,REPORTS
802,CIA-RDP82-00850R000100030024-1,JPRS ID: 8321  TRANSLATIONS ON USSR SCIENCES AND TECHNOLOGY PHYSICAL SCIENCES AND TECHNOLOGY,U,,121,REPORTS
803,CIA-RDP82-00850R000100030025-0,JPRS ID: 8322  TRANSLATIONS ON USSR RESOURCES,U,,38,REPORTS
804,CIA-RDP82-00850R000100030026-9,JPRS ID: 8323  TRANSLATIONS ON SUB-SAHARAN AFRICA,U,,43,REPORTS
805,CIA-RDP82-00850R000100030027-8,JPRS ID: 8324  TRANSLATIONS ON JAPAN,U,,51,REPORTS
806,CIA-RDP82-00850R000100030028-7,JPRS ID: 8325  TRANSLATIONS ON USSR POLITICAL AND SOCIOLOGICAL AFFAIRS,U,,32,REPORTS
807,CIA-RDP82-00850R000100030029-6,JPRS ID: 8326  PSYCHOLOGICAL AND PEDAGOGICAL FOUNDATIONS OF A COMMANDER'S ACTIVITIES,U,,91,REPORTS
808,CIA-RDP82-00850R000100030030-4,JPRS ID: 8327  PEOPLE'S REPUBLIC OF CHINA SCIENTIFIC ABSTRACTS,U,,32,REPORTS
809,CIA-RDP82-00850R000100030031-3,JPRS ID: 8328  TRANSLATIONS ON VIETNAM,U,,25,REPORTS
810,CIA-RDP82-00850R000100030032-2,JPRS ID: 8329  TRANSLATIONS ON USSR MILITARY AFFAIRS,U,,56,REPORTS
811,CIA-RDP82-00850R000100030033-1,JPRS ID: 8330  TRANSLATIONS ON USSR ECONOMIC AFFAIRS,U,,82,REPORTS
812,CIA-RDP82-00850R000100030034-0,JPRS ID: 8331  TRANSLATIONS ON LATIN AMERICA,U,,27,REPORTS
813,CIA-RDP82-00850R000100030035-9,JPRS ID: 8332  TRANSLATIONS ON NEAR EAST AND NORTH AFRICA,U,,38,REPORTS
814,CIA-RDP82-00850R000100030036-8,JPRS ID: 8333  TRANSLATIONS ON USSR POLITICAL AND SOCIOLOGICAL AFFAIRS,U,,120,REPORTS
815,CIA-RDP82-00850R000100030037-7,JPRS ID: 8334  TRANSLATIONS ON USSR RESOURCES,U,,66,REPORTS
816,CIA-RDP82-00850R000100030038-6,JPRS ID: 8335  TRANSLATIONS ON WESTERN EUROPE,U,,47,REPORTS
817,CIA-RDP82-00850R000100030039-5,JPRS ID: 8336  TRANSLATIONS ON NARCOTICS AND DANGEROUS DRUGS,U,,66,REPORTS
818,CIA-RDP82-00850R000100030040-3,JPRS ID: 8337  TRANSLATIONS ON SUB-SAHARAN AFRICA,U,,43,REPORTS
819,CIA-RDP82-00850R000100030041-2,JPRS ID: 8338  TRANSLATIONS ON USSR SCIENCES AND TECHNOLOGY PHYSICAL SCIENCES AND TECHNOLOGY,U,,109,REPORTS
820,CIA-RDP82-00850R000100030042-1,"JPRS ID: 8339  FRANCE: NUCLEAR, MISSILE, AND SPACE DEVELOPMENTS",U,,28,REPORTS
821,CIA-RDP82-00850R000100030043-0,JPRS ID: 8340  TRANSLATIONS ON NEAR EAST AND NORTH AFRICA,U,,42,REPORTS
822,CIA-RDP82-00850R000100030044-9,JPRS ID: 8341  TRANSLATIONS ON USSR SCIENCES AND TECHNOLOGY PHYSICAL SCIENCES AND TECHNOLOGY,U,,85,REPORTS
823,CIA-RDP82-00850R000100030045-8,JPRS ID: 8342  TRANSLATIONS ON TELECOMMUNICATIONS POLICY RESEARCH AND DEVELOPMENT,U,,24,REPORTS
824,CIA-RDP82-00850R000100030046-7,JPRS ID: 8343  TRANSLATIONS ON NEAR EAST AND NORTH AFRICA,U,,63,REPORTS
825,CIA-RDP82-00850R000100030047-6,JPRS ID: 8344  TRANSLATIONS ON USSR MILITARY AFFAIRS THE SIXTEENTH AIR ARMY,U,,278,REPORTS
826,CIA-RDP82-00850R000100030048-5,JPRS ID: 8345  TRANSLATIONS ON NARCOTICS AND DANGEROUS DRUGS,U,,108,REPORTS
